Word,Most_Similar_Word
социала,[]
самообследование,[]
архетипический,[]
замедляться,"[('замирать', 0.7391706109046936)]"
фейс,[]
спбгуптд,[]
спредприятие,[]
любимец,[]
снести,[]
провинциал,[]
терпимость,[]
хеллоуин,[]
многоконфессиональный,[]
мещанин,[]
универсум,[]
технологизация,[]
разносторонность,[]
скарьер,[]
стыдно,[]
претворить,[]
троица,[]
василиевич,"[('иван', 0.7973703742027283)]"
утомлённый,"[('восход', 0.7753729820251465), ('бублик', 0.7268067002296448)]"
орать,[]
отображаться,[]
универсал,[]
шестидесятый,[]
прилежащий,[]
шоколадка,[]
председательствующий,[]
постнеклассический,[]
быстроразвивающийся,[]
развешать,[]
общеевропейский,[]
гонщик,[]
мбл,[]
сытый,[]
предуниверситариум,[]
сгустить,"[('<unk>', 0.8151912093162537), ('лось', 0.778739333152771), ('туляремия', 0.7507486939430237), ('марксштадтский', 0.7460818290710449), ('гусли', 0.7407197952270508), ('ниндзя', 0.7398415803909302), ('лисица', 0.739206075668335), ('изыск', 0.7383802533149719), ('варение', 0.7383463978767395), ('чирлидер', 0.7378931045532227)]"
пуск,[]
предъюбилейный,[]
коррозионный,"[('анодный', 0.7304823994636536)]"
фосфорный,"[('кислота', 0.7026048302650452)]"
нефтепромысловый,[]
долговечность,[]
тыква,[]
тугодум,[]
задумчивый,[]
фразеологизм,[]
имидазо,"[('тиазол', 0.9126101732254028), ('адамантан', 0.7346866726875305)]"
рентгеноструктурный,[]
диктофон,[]
стометровка,"[('чукча', 0.7360098958015442), ('<unk>', 0.7348085045814514), ('стрессорный', 0.7227752804756165)]"
египетский,[]
разминочный,[]
балетмейстер,[]
плавность,[]
осанка,[]
ремарка,[]
вольер,"[('<unk>', 0.7213006615638733)]"
энкаустика,[]
воск,[]
пиксель,[]
факелоносец,[]
снос,[]
вязка,"[('<unk>', 0.7709592580795288), ('глотка', 0.7303257584571838), ('детонационный', 0.7252779006958008), ('транзит', 0.708897054195404), ('ворона', 0.7036538124084473)]"
скафтымов,[]
изыск,"[('сгустить', 0.7383802533149719), ('<unk>', 0.7359043955802917), ('ругаться', 0.7316136956214905), ('обостриться', 0.7246590852737427), ('гусли', 0.7237612009048462), ('россиястранавозможность', 0.7218629717826843), ('оюзректор', 0.7171801924705505), ('лось', 0.7089664936065674), ('лисица', 0.7001616358757019)]"
янтарь,"[('буйство', 0.7037225365638733)]"
прцнит,[]
внедриться,[]
стеганография,[]
раздевалка,[]
душевая,[]
медиамастерская,[]
анионный,"[('неионный', 0.801753580570221)]"
методологически,[]
отопительный,[]
корреляционный,"[('ширина', 0.7257577776908875)]"
причал,[]
яичница,[]
ромео,"[('джульетта', 0.9067290425300598), ('<unk>', 0.7552116513252258), ('минор', 0.7164266109466553), ('фотокамера', 0.7133853435516357), ('владимир', 0.7043024897575378)]"
регулироваться,[]
бухучёт,[]
психоанализ,[]
венчать,"[('тайно', 0.7506555318832397)]"
прослеживать,[]
дуть,[]
форсайтинг,[]
косоглазие,[]
офтальмолог,[]
зрачок,[]
простудный,[]
осцилляторный,[]
улетать,"[('<unk>', 0.704545259475708)]"
тушить,[]
семидесятилетие,[]
перепончатокрылый,"[('двукрылый', 0.7850001454353333), ('<unk>', 0.7832043170928955), ('мыпомнить', 0.7294095754623413), ('дружелюбно', 0.7093678116798401), ('ниндзя', 0.7046140432357788), ('сгау', 0.7034620642662048), ('нацпарка', 0.7032380700111389)]"
баркодинг,[]
полуночь,[]
обёртка,"[('<unk>', 0.7965573072433472), ('обидно', 0.7448461651802063), ('автодром', 0.7405037879943848), ('бублик', 0.736548125743866), ('шляпка', 0.7318748235702515), ('марксштадтский', 0.7298972010612488), ('опись', 0.7298218607902527), ('шпион', 0.724457323551178), ('кенгуру', 0.7204917073249817), ('мыпомнить', 0.718589723110199)]"
возбуждать,[]
спас,"[('нерукотворный', 0.8617967963218689)]"
изумительный,[]
боёк,[]
микроанализ,[]
поджидать,[]
шампанское,[]
глобус,[]
георгий,[]
тесло,[]
явка,[]
лоббирование,[]
выносливый,[]
кинодок,[]
двухметровый,[]
очерёдность,[]
неструктурированный,[]
занизить,"[('завысить', 0.7641107439994812)]"
завысить,"[('занизить', 0.7641106843948364)]"
профстартик,[]
чехарда,[]
маракас,[]
борода,[]
раскрепощение,[]
терракота,"[('светильник', 0.7106830477714539)]"
суперкомпьютерный,[]
сальто,[]
мотор,[]
химфак,[]
видеоокулограф,[]
тигр,"[('гепард', 0.8169968724250793)]"
йог,[]
автостоп,[]
пантера,[]
шмель,"[('мохнатый', 0.8694409728050232)]"
пульсовый,[]
байдарочница,[]
банный,[]
брызги,[]
выявиться,[]
радиослушатель,[]
барыня,[]
петров,[]
вывешить,[]
пестень,[]
самоцвет,[]
вибрация,[]
микроконтроллер,[]
материть,[]
марина,[]
доплыть,"[('буёк', 0.7057384252548218)]"
трёхмесячный,[]
лот,[]
локоть,[]
гипноз,"[('странник', 0.7279665470123291), ('<unk>', 0.7120720744132996), ('стюардесса', 0.7052950263023376), ('приклеить', 0.7008413672447205)]"
жертвовать,[]
камертон,[]
негритёнок,[]
разрешиться,"[('дебатный', 0.7209465503692627)]"
непокорённый,"[('вершина', 0.7052616477012634)]"
позагорать,[]
медпункт,[]
кровельный,"[('<unk>', 0.709366500377655)]"
альбский,"[('сеноманский', 0.8989733457565308)]"
сеноманский,"[('альбский', 0.8989734053611755)]"
кампанский,"[('маастрихтский', 0.89152592420578)]"
рог,[]
гелий,[]
геомеханический,[]
оберег,[]
плавка,[]
пластырь,"[('субмикронный', 0.7357036471366882)]"
асс,"[('<unk>', 0.7364817261695862), ('грозд', 0.7114928960800171), ('гинеколог', 0.7110571265220642), ('ниндзя', 0.7093127965927124)]"
каренин,"[('анна', 0.8964012861251831), ('оюзректор', 0.7299008965492249), ('ресурсцентр', 0.7221158742904663), ('ярлык', 0.7098773121833801), ('россиястранавозможность', 0.7083494067192078)]"
трубопровод,[]
нефтегазодобывающий,[]
непроветриваемый,[]
обморок,[]
перегрев,[]
утолять,"[('жажда', 0.7880164384841919)]"
умеренно,[]
слабогазировать,[]
коряга,[]
заболотить,"[('купаться', 0.7613652348518372), ('водоросль', 0.7185796499252319)]"
тина,"[('водоросль', 0.7338994145393372)]"
плавсредство,"[('надувной', 0.725075364112854)]"
неисправный,"[('опасно', 0.7006075978279114)]"
залезать,[]
бакен,[]
подплывать,"[('заплывать', 0.7623494267463684)]"
выплывать,"[('фарватер', 0.772887110710144)]"
фарватер,"[('выплывать', 0.7728869915008545), ('загорать', 0.7145721912384033), ('опись', 0.7039302587509155)]"
судорога,"[('свести', 0.739138662815094), ('мышца', 0.7277874946594238)]"
простыня,[]
репетиционный,[]
апокалипсис,[]
ларёк,[]
закопать,[]
грек,[]
гармонировать,[]
электровоз,[]
объяснительный,[]
похвальный,[]
грабли,[]
шарж,[]
лапта,[]
разводиться,[]
естественность,"[('<unk>', 0.7296162247657776), ('транзит', 0.7189090251922607), ('стюардесса', 0.700840950012207)]"
противопоставить,[]
викинг,"[('урало', 0.7091332077980042)]"
хлыст,[]
вампир,[]
топор,[]
мертвец,[]
потусторонний,[]
поцеловать,"[('щека', 0.7584086656570435)]"
шахматистка,[]
блокбастер,[]
расслоение,[]
созвучие,[]
хлопушка,[]
солдатик,[]
лошадка,[]
разведение,[]
многоуважаемый,[]
фрезерный,"[('<unk>', 0.7576956152915955), ('брайлевский', 0.720993161201477), ('клюв', 0.7047818899154663), ('мыпомнить', 0.7038971781730652)]"
зашумленный,"[('фильтрация', 0.7442998886108398)]"
улисс,[]
медиаволна,[]
пограничник,[]
дозор,[]
энтеросорбент,[]
накопительный,[]
талон,[]
адвокатский,[]
магдалина,"[('<unk>', 0.8163230419158936), ('гильза', 0.778451144695282), ('оюзректор', 0.7754971385002136), ('тимуровство', 0.7746289372444153), ('транзит', 0.7527598142623901), ('контрастировать', 0.7517057657241821), ('сантон', 0.7329424023628235), ('вак', 0.7310683727264404), ('россиястранавозможность', 0.7301930785179138), ('петромагнетизм', 0.7218581438064575)]"
разрядный,[]
нефтегазопоисков,[]
сочи,[]
портретист,[]
научность,[]
интервьюирование,[]
изба,"[('людская', 0.8024296164512634)]"
вручную,[]
нерукотворный,"[('спас', 0.8617967963218689)]"
растениеводство,[]
хромен,[]
гтрк,[]
джунгли,[]
булгаковский,[]
книговедение,[]
чукча,"[('<unk>', 0.807857096195221), ('стрессорный', 0.7554948925971985), ('стометровка', 0.7360097765922546), ('мамонт', 0.730015218257904), ('выплавка', 0.7264288067817688), ('систематично', 0.7209530472755432), ('туляремия', 0.7206951379776001), ('транзит', 0.7204314470291138), ('стюардесса', 0.7189559936523438), ('сгустить', 0.716532289981842)]"
сплетение,"[('минор', 0.7200555801391602), ('<unk>', 0.7100827693939209), ('грозд', 0.7020087838172913)]"
утончить,"[('<unk>', 0.7537452578544617), ('микросхема', 0.7194185853004456), ('птеранодонтид', 0.7045116424560547), ('мелиоративный', 0.701681911945343)]"
однолетний,[]
ууд,[]
электроснабжение,[]
неуклонный,[]
посовещаться,[]
отслужить,"[('молебен', 0.7365211248397827)]"
бок,[]
забраться,[]
роллер,[]
употребить,"[('спиртной', 0.7972116470336914), ('подаватель', 0.7166663408279419)]"
хлестаковкин,[]
озабоченность,[]
закалка,[]
юрисдикция,[]
флуниксин,"[('флуориметрический', 0.8048943281173706)]"
сквернословие,[]
монастырский,[]
монашество,[]
мгудт,[]
бубна,"[('<unk>', 0.7559306621551514), ('лисица', 0.7493767142295837), ('чирлидер', 0.7337871193885803), ('минобрнаукироссия', 0.7167599201202393), ('студвыпускной', 0.7153049111366272), ('нолик', 0.7142772078514099), ('сгустить', 0.7139652371406555), ('отвесный', 0.7132259011268616), ('глотка', 0.7115964889526367), ('джульетта', 0.7114188075065613)]"
прогуливать,[]
закружиться,[]
барбара,"[('сант', 0.9543145298957825)]"
отчаиваться,[]
стеллаж,[]
коаксиальный,[]
печально,[]
отчий,[]
истекший,[]
икра,[]
фуникулёр,[]
детишки,[]
дуга,"[('курский', 0.8007231950759888)]"
оборотный,[]
нанотрещина,"[('листовой', 0.8488589525222778)]"
доходность,[]
ликвидировать,[]
прыгнуть,[]
джульетта,"[('ромео', 0.9067291021347046), ('<unk>', 0.8118435740470886), ('минор', 0.7755572199821472), ('владимир', 0.7545080184936523), ('фотокамера', 0.7533085346221924), ('транзит', 0.75047367811203), ('лось', 0.7474944591522217), ('комиксист', 0.7356995940208435), ('водопровод', 0.7338811159133911), ('магниторазведка', 0.7296363115310669)]"
шестиклассник,[]
соцфак,[]
паутина,[]
вестерн,[]
ужастик,[]
малина,[]
регулятивный,[]
интеллиада,[]
трейдер,[]
пафосный,[]
вечнозелёный,[]
гиннесса,"[('рекорд', 0.7225597500801086)]"
лестный,[]
психосоматический,[]
убраться,[]
модельер,[]
ближнеполев,[]
загружать,[]
аюрведа,[]
видеозарисовка,[]
нановолокнистый,"[('барьерный', 0.7834011316299438)]"
тета,[]
ракетоносец,"[('бомбардировщик', 0.7708975076675415)]"
помехоустойчивость,[]
пуститься,"[('пляс', 0.8167014718055725)]"
остепенённость,[]
казачество,[]
конвергентный,[]
фехтовальный,"[('зал', 0.7275260090827942)]"
клавиша,[]
гедонизм,[]
стеснительный,[]
самоуправляемый,[]
застраховать,[]
палка,[]
зажигание,"[('свеча', 0.7350560426712036)]"
ванильный,[]
кекс,[]
коммуналка,[]
барахолка,[]
тусклый,[]
гирлянда,"[('шишка', 0.7391168475151062), ('разноцветный', 0.7340133786201477)]"
сгорать,[]
ванная,[]
парикмахер,"[('<unk>', 0.736988365650177), ('сгустить', 0.7120225429534912), ('оюзректор', 0.7104869484901428), ('блаженный', 0.7064477205276489)]"
панда,[]
аксиома,[]
возвышенный,[]
пробежаться,[]
вознаградить,[]
взойти,[]
кчс,[]
объектовый,[]
лондон,[]
ваковский,[]
владивосток,[]
видеореклама,[]
опрашивать,[]
окупаемость,[]
кант,[]
румба,"[('грозд', 0.7001586556434631)]"
баранка,[]
однообразный,[]
кохонить,[]
верёвочный,[]
образованный,[]
растаять,"[('запах', 0.7215864062309265)]"
заметность,[]
паломник,[]
фототермолиз,[]
ляпуновский,[]
сверхкритический,[]
подобать,[]
транзит,"[('<unk>', 0.863266110420227), ('оюзректор', 0.8008337020874023), ('веник', 0.7889600992202759), ('ниндзя', 0.7760286331176758), ('туляремия', 0.775562584400177), ('клюв', 0.769625186920166), ('ресурсцентр', 0.7689041495323181), ('тимуровство', 0.7665589451789856), ('детонационный', 0.7634506821632385), ('ворона', 0.7622528672218323)]"
кинофантазия,[]
киноязык,[]
кривизна,[]
целинник,[]
просторечный,[]
натягивать,[]
сословие,[]
сочинский,[]
таутомерия,[]
неионный,"[('анионный', 0.801753580570221), ('поверхностно', 0.7463912963867188)]"
дворник,[]
технологичность,[]
сосулька,[]
электростанция,[]
эпистемологический,[]
успокаивать,[]
фест,[]
тянуться,[]
гарантироваться,[]
перевыпуск,[]
марсианин,[]
кошмар,[]
благочинный,"[('лось', 0.702655017375946), ('даша', 0.7010883688926697), ('сгустить', 0.7005593180656433)]"
наноматериаловедение,"[('современный', 0.7121258974075317)]"
интолерантность,[]
колумб,[]
мультисенсорный,[]
диффузионный,[]
посодействовать,[]
первоапрельский,[]
динозавр,"[('<unk>', 0.7992991805076599), ('ворона', 0.7633848786354065), ('минобрнаукироссия', 0.7573995590209961), ('ягода', 0.7463838458061218), ('оюзректор', 0.7446099519729614), ('россиястранавозможность', 0.7425104975700378), ('ниндзя', 0.7411497235298157), ('марксштадтский', 0.7362111806869507), ('туляремия', 0.7336963415145874), ('лисица', 0.73338782787323)]"
видеоопрос,[]
наноструктурный,[]
загримировать,[]
заноситься,[]
фотосфера,[]
сгсэу,"[('пагс', 0.7076135277748108)]"
сие,[]
графиня,[]
завсегдатай,[]
салонный,[]
погадать,[]
новенький,[]
внесудебный,[]
консерватизм,[]
турбина,[]
военизированный,[]
сечение,"[('телёнок', 0.7478992938995361)]"
скользкий,"[('гладкий', 0.7299226522445679)]"
гололёд,[]
травматологический,[]
войлок,[]
приклеить,"[('<unk>', 0.7862652540206909), ('стюардесса', 0.7410287261009216), ('волшебница', 0.7265521883964539), ('лисица', 0.7259494662284851), ('ворона', 0.7237588763237), ('махать', 0.7167665958404541), ('ниндзя', 0.7151004672050476), ('ярлык', 0.7144205570220947), ('великан', 0.7123270034790039), ('транзит', 0.712286651134491)]"
новоселье,[]
сравняться,[]
освящение,[]
землячество,[]
радиостудия,[]
фламенко,[]
носорог,"[('<unk>', 0.7887531518936157), ('туляремия', 0.7574878931045532), ('мамонт', 0.7438498735427856), ('бизон', 0.7351855635643005), ('клюв', 0.7289170026779175), ('гам', 0.724750816822052), ('мадонна', 0.7203435897827148), ('бора', 0.7159839272499084), ('варение', 0.7155366539955139), ('хрупкость', 0.7153539061546326)]"
пиратский,[]
молодогвардеец,[]
девичник,[]
прижиться,"[('гороскоп', 0.7535473108291626), ('<unk>', 0.7259960770606995), ('неконтролируемый', 0.7115200161933899), ('стюардесса', 0.7104668617248535), ('устремиться', 0.7071378231048584)]"
пятничный,[]
подсознание,[]
отгадывание,[]
пейнтбол,[]
слеклайна,[]
обжалование,"[('<unk>', 0.704923152923584)]"
антология,[]
киноман,[]
трёхместный,"[('двухместный', 0.8252386450767517)]"
восточноевропейский,[]
получасовой,[]
неоконченный,[]
владимир,"[('<unk>', 0.8023634552955627), ('опись', 0.7663148045539856), ('джульетта', 0.7545080780982971), ('автодром', 0.7539380788803101), ('комиксист', 0.7530278563499451), ('книговед', 0.7473184466362), ('шпион', 0.7434600591659546), ('минор', 0.7418239116668701), ('оюзректор', 0.7317685484886169), ('бедро', 0.7243627905845642)]"
попов,[]
непослушный,[]
прыгун,[]
типографский,[]
порошок,[]
сверхзадача,[]
цилиндр,[]
энергогенерация,[]
шюж,[]
воевода,[]
пейнтбольной,[]
одеяло,"[('особа', 0.7235771417617798)]"
бродить,[]
купальня,[]
подыграть,[]
хуторянка,[]
трёхметровый,"[('трамплин', 0.9001098275184631)]"
одиссея,[]
коллориум,[]
обливать,[]
парео,"[('купальник', 0.7226287722587585), ('стратосферный', 0.7143974900245667), ('<unk>', 0.707069993019104), ('пенка', 0.7049909830093384)]"
верёвочка,[]
сито,"[('оюзректор', 0.7086132764816284)]"
чтл,[]
котлета,[]
ассоциировать,[]
вяжущий,"[('фосфогипсовый', 0.920232892036438), ('ресурсцентр', 0.7364312410354614), ('<unk>', 0.7262734174728394)]"
производственник,[]
косичка,[]
фоноскопический,[]
архимандрит,[]
сердечко,[]
казань,[]
неприятность,[]
нечисть,[]
бред,[]
бразильский,[]
водопользование,[]
спартанец,[]
четырёхлетний,[]
обливание,[]
изгой,[]
бабка,[]
мамонт,"[('<unk>', 0.7786539196968079), ('минобрнаукироссия', 0.7569601535797119), ('носорог', 0.7438498735427856), ('клюв', 0.7367731928825378), ('бизон', 0.7323612570762634), ('студвыпускной', 0.7301027774810791), ('чукча', 0.7300150990486145), ('лисица', 0.7279989719390869), ('метать', 0.725729763507843), ('шпион', 0.7237129211425781)]"
акация,"[('грозд', 0.9188244938850403), ('душистый', 0.8202854990959167), ('черно', 0.7315839529037476)]"
банда,[]
ветерок,[]
семейка,[]
посох,[]
утонуть,[]
разгорячить,"[('вспотеть', 0.9730909466743469)]"
вспотеть,"[('разгорячить', 0.9730909466743469)]"
притопить,[]
растереть,[]
телевизионщик,[]
райтер,[]
педагогически,"[('медиапространство', 0.7068467736244202)]"
реципиент,[]
магниторазведка,"[('<unk>', 0.7705267667770386), ('джульетта', 0.7296363711357117), ('ругаться', 0.7219552993774414), ('глобалистик', 0.7213197350502014), ('биполярный', 0.7101207971572876), ('обостриться', 0.7097586989402771), ('веник', 0.7090530395507812), ('туляремия', 0.7037463784217834), ('лось', 0.7033995985984802)]"
форзац,"[('переплёт', 0.763761579990387)]"
вещать,[]
двуязычный,[]
мраморный,[]
строп,"[('натянутый', 0.8172894716262817), ('ворона', 0.7440987825393677), ('лось', 0.7422611117362976), ('руслан', 0.7208251953125), ('лисица', 0.7051653265953064)]"
сложённый,"[('аккуратно', 0.7669670581817627)]"
сабантуй,[]
векторный,[]
непригодный,[]
акустоэлектронный,[]
диод,[]
ингаляция,"[('<unk>', 0.7514529228210449), ('туляремия', 0.7260833382606506), ('бодрящий', 0.72144615650177), ('гордоновский', 0.711582601070404), ('транзит', 0.7101853489875793), ('носорог', 0.7050461173057556), ('ресурсцентр', 0.704585611820221)]"
гетеромагнитный,[]
пеликанчик,[]
зворыкинский,[]
пятнадцатилетие,[]
дентин,[]
неполитический,[]
оборонять,"[('оюзректор', 0.7158263325691223)]"
сотка,[]
беззаботно,[]
доверенныелица,[]
всенощный,"[('бдение', 0.8954753279685974)]"
бдение,"[('всенощный', 0.8954752683639526)]"
триз,[]
зажжение,[]
радиосюжет,[]
восклицать,[]
конструкционный,[]
ближнеполевый,"[('сканировать', 0.7673925757408142), ('зондовый', 0.7382325530052185)]"
коричневый,[]
переждать,[]
напыление,[]
продакшн,[]
глобалистик,"[('<unk>', 0.7953485250473022), ('автодром', 0.7768653035163879), ('контрастировать', 0.7552870512008667), ('туляремия', 0.7543306350708008), ('кенгуру', 0.7436113357543945), ('гильза', 0.7381307482719421), ('лисица', 0.7380460500717163), ('ров', 0.7323892116546631), ('гинеколог', 0.7284590005874634), ('магниторазведка', 0.7213196754455566)]"
фут,[]
кабина,[]
перила,"[('навесный', 0.7304420471191406), ('ресурсцентр', 0.708275556564331)]"
теплица,[]
иррациональный,[]
яшарль,[]
самосовершенствоваться,[]
адгезивный,[]
выветривание,[]
мандат,[]
плазмохимический,[]
травление,[]
супервайзер,[]
поддерево,[]
сауна,[]
художество,[]
буровая,[]
мещанский,"[('<unk>', 0.771508514881134), ('туляремия', 0.7353296279907227), ('мыпомнить', 0.7231237888336182)]"
®,[]
нерадивый,[]
инязовца,[]
внешкольный,[]
программка,[]
зебра,"[('жираф', 0.7769984602928162)]"
лежачий,"[('полицейский', 0.7084169983863831)]"
водородный,[]
главнокомандующий,[]
гордыня,[]
властвовать,[]
фоторамка,[]
кадриль,[]
бледный,[]
ругаться,"[('<unk>', 0.8181414008140564), ('туляремия', 0.7639649510383606), ('лось', 0.7503958940505981), ('оюзректор', 0.7486387491226196), ('гильза', 0.7483294606208801), ('ворона', 0.7417562007904053), ('кардинал', 0.7394764423370361), ('транзит', 0.7372243404388428), ('автодром', 0.7366676926612854), ('изыск', 0.7316136360168457)]"
проезжать,[]
разлучить,[]
слиток,[]
исправиться,[]
избирательность,[]
сбл,[]
чехословацкий,[]
телек,[]
фотолюбитель,[]
франкоязычный,[]
геопортал,[]
подрядчик,[]
рунет,[]
просветительство,[]
межцивилизационный,[]
тля,[]
американистика,[]
шюжик,[]
иммиграция,[]
кинофорум,[]
лантаноид,"[('<unk>', 0.7626316547393799), ('йод', 0.7304239869117737), ('двукрылый', 0.7276980876922607), ('ялта', 0.7271649241447449), ('кенгуру', 0.7026604413986206)]"
устно,"[('письменно', 0.7172716856002808)]"
стержневой,[]
ран,"[('заживление', 0.7650816440582275)]"
отныне,[]
радиокомпания,[]
грозд,"[('душистый', 0.9318989515304565), ('акация', 0.9188243746757507), ('<unk>', 0.7870636582374573), ('стюардесса', 0.7468620538711548), ('щука', 0.7385432720184326), ('мыпомнить', 0.7369514107704163), ('кладовая', 0.7326593399047852), ('осовременить', 0.7271262407302856), ('пенка', 0.721507728099823), ('скатерть', 0.7181415557861328)]"
гусарский,"[('<unk>', 0.726816713809967)]"
шейпинг,[]
эпический,[]
рисковой,[]
прогрессировать,"[('альцгеймер', 0.7134966850280762)]"
хайлендский,[]
чак,"[('<unk>', 0.81133633852005), ('оюзректор', 0.8044494986534119), ('россиястранавозможность', 0.7781879901885986), ('метеоритный', 0.7628271579742432), ('онф', 0.7601495981216431), ('лопата', 0.7520168423652649), ('акцияэкономсг', 0.7419659495353699), ('минор', 0.7373741269111633), ('веник', 0.7360860109329224), ('ворона', 0.7314736247062683)]"
тост,"[('джем', 0.7250580787658691), ('гороскоп', 0.7123460173606873)]"
необычность,[]
кабаре,[]
геологоразведка,[]
биосферный,[]
панацея,[]
бывалый,[]
чарик,[]
академбой,[]
закуска,[]
самореализоваться,[]
псх,[]
пед,"[('доктор', 0.8787621855735779), ('профессор', 0.7280816435813904)]"
геокешинга,"[('уно', 0.7060452103614807)]"
лоу,"[('кик', 0.9524712562561035), ('териология', 0.7585859298706055), ('<unk>', 0.7370349764823914), ('туляремия', 0.7314347624778748), ('совхоз', 0.7262398600578308), ('молодёжка', 0.7250528931617737), ('глотка', 0.721045970916748), ('ресурсцентр', 0.7171947956085205), ('герцен', 0.7111926078796387), ('будильник', 0.707905113697052)]"
кик,"[('лоу', 0.952471137046814), ('<unk>', 0.7786331176757812), ('туляремия', 0.7674577236175537), ('транзит', 0.7524962425231934), ('териология', 0.7518056631088257), ('лось', 0.7424935102462769), ('ресурсцентр', 0.7357454895973206), ('глотка', 0.7324696183204651), ('герцен', 0.7313736081123352), ('замедление', 0.73116534948349)]"
удалённость,[]
разнородный,[]
двоичный,[]
анод,[]
фенечек,"[('плетение', 0.8313711285591125), ('<unk>', 0.7556869387626648), ('ресурсцентр', 0.7232465744018555), ('туляремия', 0.7198588848114014), ('водопровод', 0.7178729176521301), ('петриковский', 0.7168372869491577), ('петромагнетизм', 0.7098357677459717), ('оюзректор', 0.709426999092102), ('владимир', 0.7085093259811401), ('россиястранавозможность', 0.7078726291656494)]"
молиться,[]
царственный,"[('страстотерпец', 0.9597612023353577)]"
страстотерпец,"[('царственный', 0.9597612619400024)]"
искусный,[]
телефонфакс,"[('кабинет', 0.7535068392753601)]"
пересдать,[]
незачёт,[]
околонаучный,[]
адамантан,"[('имидазо', 0.7346866726875305), ('суспензия', 0.7232123017311096)]"
наболевший,[]
биоценоз,[]
фенёчек,"[('плести', 0.926764190196991)]"
неослабевающий,[]
авансцена,[]
безостановочно,[]
дотронуться,[]
паркур,[]
природоведение,[]
аудиоресурс,[]
териофауна,[]
упрочнять,"[('фосфатный', 0.7311940789222717)]"
барский,[]
мёбиус,[]
пленительный,[]
несистемный,[]
лесопарковый,[]
копировать,[]
фосфогипсовый,"[('вяжущий', 0.9202330112457275), ('<unk>', 0.7581507563591003), ('туляремия', 0.7314011454582214), ('ресурсцентр', 0.7269929647445679), ('ниндзя', 0.7067607045173645)]"
лиричность,[]
умопомрачительный,[]
кидать,"[('ловить', 0.7315064072608948)]"
декрет,[]
студклубовец,[]
овета,[]
показательно,[]
успение,"[('пресвятой', 0.8737043142318726), ('богородица', 0.7516358494758606)]"
перевязать,[]
сборщик,[]
нановибрация,"[('наноперемещение', 0.8103012442588806), ('мыпомнить', 0.7086068987846375)]"
хохот,[]
звучный,[]
социалист,"[('<unk>', 0.709043025970459)]"
родительство,[]
катер,[]
богатеть,[]
швед,[]
зачислять,[]
шахта,[]
лермонтовский,[]
реактив,[]
физрук,"[('глобалистик', 0.7024531960487366)]"
психологизм,[]
гадать,[]
доц,[]
обезвоживание,[]
пот,[]
потоотделение,[]
бейсболка,"[('кепка', 0.770858108997345), ('бандать', 0.7103298902511597)]"
бинт,"[('медикамент', 0.740444540977478)]"
франция,[]
новоявленный,[]
брюки,"[('заправить', 0.8384076952934265), ('волшебница', 0.7232097387313843), ('разгадывание', 0.721229612827301), ('бизон', 0.7110763192176819)]"
погодить,[]
─,[]
поминальный,[]
заправить,"[('брюки', 0.8384076952934265), ('фуражка', 0.8102817535400391), ('сапог', 0.7848268151283264), ('бизон', 0.7417808175086975), ('ниндзя', 0.726861834526062), ('коньяк', 0.7240418195724487), ('водопровод', 0.7181087732315063), ('варение', 0.7042613625526428)]"
испортиться,"[('капризный', 0.7001461386680603)]"
веллнес,"[('оновый', 0.7102749347686768)]"
штрихкодирование,[]
всенародно,[]
паломнический,[]
пружина,[]
рогатка,"[('блаженный', 0.7145857214927673)]"
предпрофильный,[]
видеонаблюдение,[]
штуф,[]
расчистить,[]
нефте,[]
хитозановый,[]
индеец,[]
народничество,[]
страховочный,[]
традиционность,[]
островок,[]
прикол,[]
отрудник,[]
затея,[]
кукловод,[]
пресвятой,"[('богородица', 0.8920921683311462), ('успение', 0.8737043142318726)]"
богородица,"[('пресвятой', 0.8920921683311462), ('успение', 0.7516359090805054)]"
терминальный,[]
ама,"[('травянистый', 0.7207173705101013), ('тимуровство', 0.704913318157196)]"
радиоуправляемый,[]
крампа,"[('сгустить', 0.7096747756004333), ('готический', 0.7085679173469543), ('<unk>', 0.706497073173523), ('двенашка', 0.7042283415794373)]"
декор,[]
геракл,"[('муза', 0.7319667935371399)]"
нефтедобывающий,[]
тоталитарный,[]
инфляция,[]
почвоведение,[]
бодиарт,"[('призрак', 0.8355772495269775)]"
мумия,[]
купля,[]
перестановка,[]
апомиксис,[]
суперприз,[]
билетик,"[('<unk>', 0.795705258846283), ('туляремия', 0.7661837339401245), ('гинеколог', 0.7504068613052368), ('автодром', 0.7349117398262024), ('сгустить', 0.721634566783905), ('комиксист', 0.716341495513916), ('владимир', 0.7121904492378235), ('шинель', 0.711586594581604), ('глобалистик', 0.7108266949653625), ('гильза', 0.7050615549087524)]"
горизонталь,[]
обсценный,"[('лексика', 0.7151350378990173)]"
игла,[]
турне,[]
эпилог,"[('пролог', 0.7166445255279541)]"
киевский,[]
метаморфический,[]
интерсубъективный,[]
нарый,"[('фоминский', 0.9444853067398071)]"
фоминский,"[('нарый', 0.9444851875305176)]"
буриме,[]
анализатор,[]
низкотемпературный,[]
торг,[]
пси,[]
выжимать,[]
чардымец,[]
бамбукоподобный,"[('нанопористый', 0.7470054626464844)]"
осциллограф,[]
мокасин,[]
саратовстройстечь,[]
эквивалентность,[]
пересаживаться,[]
стимулироваться,[]
круиз,[]
