Word,Most_Similar_Word
ниндзя,"[('черепашка', 0.9409434199333191), ('носорог', 0.9172174334526062), ('плащ', 0.9168505072593689), ('цилиндр', 0.9023350477218628), ('мамонт', 0.9003274440765381), ('вампир', 0.9000052809715271), ('коричневый', 0.8987604975700378), ('кукушка', 0.8970046043395996), ('царевна', 0.8945177793502808), ('замысловатый', 0.8942510485649109)]"
эмо,"[('наверх', 0.8518577218055725), ('приклеить', 0.8423426747322083), ('заправить', 0.8374837040901184), ('присесть', 0.8334290385246277), ('вспять', 0.8299763202667236), ('вальсировать', 0.8283652663230896), ('антилопа', 0.8264405727386475), ('изящно', 0.82443767786026), ('бросаться', 0.8239924311637878), ('типо', 0.8222826719284058)]"
хоррор,"[('пепел', 0.8236714005470276), ('вышивка', 0.8179774284362793), ('носорог', 0.815083384513855), ('покрывало', 0.8148685097694397), ('бледный', 0.8131101131439209), ('средиземноморский', 0.8105643391609192), ('наверх', 0.8073610067367554), ('косичка', 0.8070716261863708), ('плащ', 0.8066424131393433), ('мумия', 0.8064054250717163)]"
шинель,"[('каренин', 0.8449189066886902), ('прожект', 0.8408157229423523), ('всенощный', 0.8387812376022339), ('хармонь', 0.8352791666984558), ('инк', 0.8334382772445679), ('сыр', 0.8330409526824951), ('бродвейский', 0.8322104215621948), ('двухметровый', 0.8317154049873352), ('динозавр', 0.8302870988845825), ('царевна', 0.8302474617958069)]"
разочарование,[]
сгафкст,"[('инк', 0.9228792786598206), ('хармонь', 0.9228715300559998), ('кчс', 0.922549307346344), ('геоботаник', 0.9209897518157959), ('минобрнауки', 0.9207461476325989), ('рфдокумент', 0.9206299185752869), ('прожект', 0.9182277321815491), ('берингия', 0.9152978658676147), ('цилиндр', 0.9125460982322693), ('рукав', 0.912514865398407)]"
аутогенный,[]
котельная,[]
блочный,[]
химпавильон,[]
заручиться,[]
бойцовский,[]
неповторимость,"[('искажённый', 0.8046114444732666), ('зловещий', 0.8018641471862793)]"
гопник,[]
лишённый,[]
обрадовать,[]
курьёзный,[]
удаляться,[]
цок,"[('реактивный', 0.9068695902824402), ('опухолевый', 0.8979317545890808), ('спирт', 0.8964724540710449), ('высокотемпературный', 0.8918386697769165), ('коллаген', 0.8889590501785278), ('циркулировать', 0.8885636329650879), ('пыль', 0.8884832262992859), ('хлорид', 0.8844037055969238), ('натрий', 0.8826370239257812), ('макароны', 0.8803982138633728)]"
фототермический,"[('фотодинамический', 0.927322268486023), ('коллаген', 0.9260169267654419), ('распыление', 0.9257369637489319), ('ватерита', 0.9245464205741882), ('катионный', 0.9212570786476135), ('моча', 0.9198634624481201), ('натрий', 0.9193403720855713), ('инвазивный', 0.9145460724830627), ('дихроизм', 0.9145437479019165), ('флуниксин', 0.9107803106307983)]"
доставляться,"[('постельный', 0.846630334854126), ('туалетный', 0.8457967042922974), ('кондиционер', 0.8405193090438843), ('однокомнатный', 0.8388622999191284), ('кожаный', 0.8374645709991455), ('бахилы', 0.83171546459198), ('бельё', 0.8315390944480896), ('бик', 0.8303682804107666), ('вручную', 0.8288847804069519), ('макароны', 0.8282032608985901)]"
инфаркт,"[('энцефалит', 0.8814728260040283), ('дозировка', 0.87526935338974), ('натрий', 0.8645140528678894), ('размягчение', 0.86192387342453), ('инвазивный', 0.8614692091941833), ('послойный', 0.8614329695701599), ('моча', 0.860824704170227), ('хлорид', 0.8589587211608887), ('туляремия', 0.8585428595542908), ('поджидать', 0.8566523194313049)]"
диагностирование,[]
таволга,[]
маскировать,"[('волокнистый', 0.918431282043457), ('мембранный', 0.8965703248977661), ('фосфат', 0.8742874264717102), ('жидкокристаллический', 0.8668772578239441), ('лакокрасочный', 0.8630430698394775), ('сепарационный', 0.860047459602356), ('пластмасса', 0.8563412427902222), ('нановолокнистый', 0.8509626388549805), ('фильтровать', 0.8478837609291077), ('ванадий', 0.8466924428939819)]"
офицерский,[]
здравствуйте,"[('минобрнауки', 0.8489699363708496), ('рфдокумент', 0.8391062617301941), ('факс', 0.8374215960502625), ('хастло', 0.8273126482963562), ('терпугов', 0.8269543051719666), ('миллиграмм', 0.8261316418647766), ('уберечься', 0.8253793120384216), ('произноситься', 0.8240301609039307), ('рукав', 0.8207681775093079), ('рапиристка', 0.8194120526313782)]"
краткость,[]
проконсультировать,[]
межгрупповой,[]
выполнимый,[]
тариф,[]
общеизвестный,[]
выдумка,"[('рукав', 0.9088190197944641), ('свист', 0.9081812500953674), ('плащ', 0.9068723917007446), ('приклеить', 0.9054275155067444), ('вышитый', 0.903879702091217), ('лучшиевыпускникисаратовскогоуниверситет', 0.9032794833183289), ('смола', 0.9024691581726074), ('послышаться', 0.9022548198699951), ('выпускникгода', 0.9017508625984192), ('сыр', 0.9008607864379883)]"
шашлык,"[('ягода', 0.8313310742378235), ('молния', 0.8180367946624756), ('чашечка', 0.8171727061271667), ('дельфин', 0.8152557611465454), ('аппетитный', 0.814062237739563), ('яблочный', 0.8135231137275696), ('картошка', 0.8122523427009583), ('баба', 0.8104453682899475), ('филигранный', 0.8077495098114014), ('избушка', 0.8040697574615479)]"
замёрзнуть,"[('ввысь', 0.8206522464752197), ('слегка', 0.8175539970397949), ('плед', 0.8164862990379333), ('повязать', 0.8163067698478699), ('убежать', 0.8123188614845276), ('чашечка', 0.8115430474281311), ('антресоль', 0.8114190697669983), ('компот', 0.8086122274398804), ('рубик', 0.8074851632118225), ('потеряться', 0.8040663599967957)]"
произноситься,"[('свист', 0.8977742791175842), ('высмеивать', 0.892471969127655), ('слышаться', 0.8816508054733276), ('пускаться', 0.8715345859527588), ('проницательность', 0.8685276508331299), ('опечалить', 0.8666726350784302), ('ужасно', 0.8625515103340149), ('парировать', 0.8617609143257141), ('изречение', 0.8615596890449524), ('минобрнауки', 0.8603975176811218)]"
петушиный,"[('меч', 0.8214450478553772), ('дрова', 0.812927782535553), ('перетягивать', 0.8124292492866516), ('бревно', 0.8037489056587219)]"
обида,"[('навеки', 0.8567519783973694), ('потеряться', 0.8437191247940063), ('плакать', 0.8398341536521912), ('притворство', 0.8345810770988464), ('ссора', 0.8342030644416809), ('грустить', 0.831961989402771), ('витать', 0.8307481408119202), ('запутать', 0.8307250142097473), ('патефон', 0.8304778337478638), ('ускользать', 0.8282724022865295)]"
запаздывать,"[('бистабильный', 0.9359675049781799), ('неидентичный', 0.93464195728302), ('магнонно', 0.9341471791267395), ('натрий', 0.9256051778793335), ('вычислять', 0.9196751117706299), ('диссипативный', 0.9148662090301514), ('внутриклеточный', 0.9138122200965881), ('кристаллизация', 0.9106020331382751), ('послойный', 0.9099928140640259), ('поляризовать', 0.9087837338447571)]"
бистабильный,"[('запаздывать', 0.9359675645828247), ('диссипативный', 0.9264432787895203), ('натрий', 0.9140228033065796), ('альбумин', 0.9066908955574036), ('контрастировать', 0.9060782194137573), ('вычислять', 0.9056846499443054), ('дихроизм', 0.9017061591148376), ('магнонно', 0.9006102085113525), ('антилопа', 0.8959953188896179), ('фурье', 0.895537257194519)]"
валентинка,[]
крестьянство,[]
первозданный,[]
интенсификация,[]
разноуровневый,"[('штрудель', 0.8263652920722961), ('бислойный', 0.8163241744041443), ('чернолаковый', 0.8007335066795349)]"
азартный,[]
прекратиться,"[('еловый', 0.8082756400108337), ('лось', 0.8007479906082153)]"
берёзка,"[('родник', 0.8085412383079529), ('берёза', 0.8083630800247192), ('фруктовый', 0.8075817823410034), ('речной', 0.8059532642364502), ('грузовой', 0.8027053475379944)]"
колос,"[('гранат', 0.8025884628295898)]"
контрастный,"[('пузырь', 0.8450697064399719), ('водород', 0.8446857929229736), ('цок', 0.8362889885902405), ('дихроизм', 0.8357394933700562), ('спирт', 0.833221971988678), ('электрокардиограмма', 0.8320627212524414), ('мочевой', 0.8278279900550842), ('высокотемпературный', 0.8204064965248108), ('распыление', 0.8147498965263367), ('кальций', 0.8127073049545288)]"
кулинар,"[('лакомство', 0.8304855227470398), ('перебор', 0.8225429654121399), ('апельсиновый', 0.8223779797554016), ('блинчик', 0.8201643228530884), ('фотобудка', 0.818256676197052), ('варение', 0.813741147518158), ('изречение', 0.8134326338768005), ('баранка', 0.8134101629257202), ('курица', 0.8108479976654053), ('молния', 0.8105364441871643)]"
менделеев,"[('рфдокумент', 0.8894757032394409), ('нанокатализатор', 0.8764163851737976), ('прожект', 0.8686084747314453), ('рукав', 0.8681173920631409), ('берингия', 0.8643470406532288), ('хармонь', 0.8631160259246826), ('инк', 0.8606702089309692), ('рапиристка', 0.8603487014770508), ('траффик', 0.8603483438491821), ('терпугов', 0.8577167987823486)]"
призрак,"[('бодиарт', 0.8679497241973877), ('тигр', 0.8260486721992493), ('гепард', 0.8254563212394714), ('мистерия', 0.8230584859848022), ('тесло', 0.8223238587379456), ('пантера', 0.821610689163208), ('неподражаемый', 0.8141035437583923), ('ревность', 0.8057626485824585), ('пластинка', 0.8045147061347961), ('аккордеон', 0.8036909699440002)]"
смирение,"[('интолерантность', 0.8656218647956848), ('насильственный', 0.8411310911178589), ('ненавистный', 0.8317356109619141), ('пылкий', 0.8304690718650818), ('беспримерный', 0.8278890252113342), ('прижиться', 0.8248158693313599), ('хастло', 0.824737548828125), ('уничтожать', 0.8244686126708984), ('проезжать', 0.823845624923706), ('невежество', 0.8221560120582581)]"
фотоэкспозиция,[]
излагаться,[]
тепловизионный,[]
олимпиец,"[('чирлидер', 0.8279294371604919)]"
кикбоксёр,"[('теннисист', 0.8400692343711853), ('минобрнауки', 0.8348495364189148), ('бизон', 0.8331962823867798), ('быстроразвивающийся', 0.8326970338821411), ('апельсиновый', 0.8326404094696045), ('сгафкст', 0.8303058743476868), ('вольт', 0.8290225267410278), ('терпугов', 0.8285953402519226), ('хармонь', 0.8270435929298401), ('фуражка', 0.8250300288200378)]"
виновница,[]
концептуализация,[]
клапан,"[('клистрон', 0.8628685474395752), ('альбумин', 0.8517788648605347), ('ферритовый', 0.8498860001564026), ('миниатюризация', 0.8481087684631348), ('модулировать', 0.8472989797592163), ('затухание', 0.8450964093208313), ('электрон', 0.8431546092033386), ('мочевой', 0.8430845141410828), ('ширина', 0.8423299193382263), ('электрофизический', 0.8422499895095825)]"
технарь,[]
мифический,"[('мелиоративный', 0.8678516745567322), ('мамонт', 0.8589330315589905), ('сагиттальный', 0.8518511056900024), ('чудовищный', 0.8470542430877686), ('метаморфический', 0.8465741872787476), ('кудеяров', 0.8449857234954834), ('ящерица', 0.8438427448272705), ('цилиндр', 0.8423396348953247), ('берёзовый', 0.8412042856216431), ('коричневый', 0.8408999443054199)]"
свернуть,"[('судорога', 0.8881138563156128), ('свести', 0.8825380206108093), ('растереть', 0.8601940870285034), ('навес', 0.8394827246665955), ('ненужный', 0.8253226280212402), ('плакать', 0.8246184587478638), ('избежание', 0.8229682445526123), ('глупый', 0.8219279050827026), ('колено', 0.8217763900756836), ('упасть', 0.8206979036331177)]"
перевыполнить,[]
универие,[]
конфедерация,"[('будда', 0.8016164898872375)]"
перевыпустить,"[('пластиковый', 0.8524764180183411), ('касса', 0.812712550163269)]"
отослать,[]
символист,"[('анна', 0.8011136651039124)]"
пир,"[('злоумышленник', 0.861496090888977), ('повелитель', 0.85183185338974), ('уничтожать', 0.8412041664123535), ('замысловатый', 0.8391314148902893), ('сметана', 0.838498592376709), ('морс', 0.8384531140327454), ('послышаться', 0.8382152915000916), ('муха', 0.8361446857452393), ('вспять', 0.8330236077308655), ('проницательность', 0.8320737481117249)]"
литография,[]
пятиминутный,[]
непринуждённость,[]
ппс,[]
конфликтогенный,[]
керн,[]
смк,[]
аудитор,[]
тормозить,[]
прокат,[]
каска,"[('пила', 0.8554220199584961), ('монокристаллический', 0.8513331413269043), ('алмазный', 0.841778039932251), ('слабогазировать', 0.8403392434120178), ('коллаген', 0.840099036693573), ('туалетный', 0.8397585153579712), ('туннельный', 0.8393477201461792), ('макароны', 0.8369969725608826), ('крем', 0.8369521498680115), ('фрезерный', 0.8362969160079956)]"
ввп,[]
банан,"[('аюрведа', 0.840755820274353), ('коллаген', 0.8047877550125122)]"
товарищество,"[('прилив', 0.8411605358123779), ('таинственность', 0.8315861821174622), ('выдумка', 0.8310478925704956), ('вольер', 0.8251590132713318), ('плутовство', 0.8232633471488953), ('лучшиевыпускникисаратовскогоуниверситет', 0.8179321885108948), ('изыск', 0.8149691224098206), ('суматоха', 0.8148271441459656), ('торжественность', 0.814111053943634), ('похоже', 0.8120009899139404)]"
нуклеиновый,"[('таутомерия', 0.8037928342819214)]"
интерактивность,[]
семиклассник,[]
мочевыводящий,"[('почка', 0.8607754707336426), ('тракт', 0.8264492154121399)]"
приподнять,[]
бешеный,"[('разбавлять', 0.8039948344230652)]"
мотивный,[]
рижский,[]
саванна,"[('каменистый', 0.8978970050811768), ('англ', 0.8922339081764221), ('кабаре', 0.8868332505226135), ('морж', 0.8864754438400269), ('еловый', 0.8859829902648926), ('геоботаник', 0.8857330679893494), ('хармонь', 0.8852589130401611), ('плащ', 0.8840796947479248), ('минобрнауки', 0.883647084236145), ('инк', 0.8834033608436584)]"
столовый,[]
фотон,"[('упругий', 0.8542344570159912), ('сжатие', 0.8435309529304504), ('матричный', 0.8357864618301392), ('резонансный', 0.8211767673492432), ('термодинамика', 0.8131372332572937), ('рассеяние', 0.811452329158783), ('магнетит', 0.8092712759971619), ('оболочка', 0.8087067008018494), ('кремний', 0.8077269792556763), ('облучение', 0.8066710829734802)]"
внутримолекулярный,"[('окисление', 0.8937605023384094), ('осаждение', 0.8923979997634888), ('альбумин', 0.890521764755249), ('гетероциклизация', 0.8872822523117065), ('горение', 0.8830456733703613), ('электрофильный', 0.8815913796424866), ('циклоприсоединение', 0.8791544437408447), ('натрий', 0.875207781791687), ('микроволновод', 0.8741602897644043), ('пиран', 0.8694275617599487)]"
фотосинтез,[]
филогения,"[('белемнит', 0.8946705460548401), ('травянистый', 0.8688095808029175), ('берриас', 0.8682506084442139), ('растворимость', 0.8671556115150452), ('систематик', 0.8657990097999573), ('высаливание', 0.8654783964157104), ('фотоэлектрический', 0.8625837564468384), ('углерод', 0.8616994023323059), ('мозазавр', 0.8597266674041748), ('полиэтиленимин', 0.8594259023666382)]"
арифметика,"[('улисс', 0.8193102478981018), ('подружка', 0.8075891733169556), ('чудовищный', 0.8069353103637695), ('глупость', 0.8034383654594421)]"
минобрнауки,"[('рфдокумент', 0.9706434011459351), ('хармонь', 0.9631109833717346), ('рапиристка', 0.9601969718933105), ('бизон', 0.9582945704460144), ('прожект', 0.9529017210006714), ('терпугов', 0.9519723057746887), ('рукав', 0.9512813687324524), ('инк', 0.9463361501693726), ('кчс', 0.9456663727760315), ('факс', 0.9451128244400024)]"
рфдокумент,"[('минобрнауки', 0.9706434607505798), ('хармонь', 0.9664583802223206), ('прожект', 0.959627628326416), ('терпугов', 0.9568734765052795), ('бизон', 0.956839382648468), ('инк', 0.9525169134140015), ('рапиристка', 0.9520845413208008), ('рукав', 0.9488591551780701), ('телефонфакс', 0.9441422820091248), ('парировать', 0.9435893893241882)]"
отклонить,[]
фея,"[('балерина', 0.887396514415741), ('ведьма', 0.8871525526046753), ('вампир', 0.8856115341186523), ('пёс', 0.8852965235710144), ('ссориться', 0.884139358997345), ('фламинго', 0.8826661705970764), ('ревность', 0.8781384825706482), ('черепашка', 0.8774428963661194), ('яблочный', 0.8757401704788208), ('улыбчивый', 0.8738147020339966)]"
соколов,"[('кудеяров', 0.8095123171806335)]"
велосипедист,"[('высмеивать', 0.8177744746208191), ('лежачий', 0.8133127093315125), ('торговец', 0.8011553287506104)]"
объездить,"[('алиса', 0.8172617554664612)]"
богиня,[]
оттепель,"[('лебедь', 0.8699554204940796), ('заяц', 0.8398104906082153), ('пёс', 0.8331074714660645), ('вальсировать', 0.8326881527900696), ('луна', 0.8322163224220276), ('повелитель', 0.8287376165390015), ('фрак', 0.8270143866539001), ('пленница', 0.8244661092758179), ('кавказский', 0.8233992457389832), ('стиляга', 0.8230827450752258)]"
концептуально,[]
викторианский,[]
мыслящий,[]
хождение,"[('яйцо', 0.862940788269043), ('макароны', 0.8317155241966248), ('фруктовый', 0.8284056186676025), ('солёный', 0.8272232413291931), ('изысканный', 0.8186104893684387), ('прыгать', 0.8157398104667664), ('переправа', 0.8156915307044983), ('простыня', 0.8153209090232849), ('берест', 0.8144451379776001), ('сок', 0.8128126859664917)]"
ляпунов,[]
инкапсулированный,"[('однослойный', 0.9193662405014038), ('карбонат', 0.9052531719207764), ('нанокомпозит', 0.9023569226264954), ('ватерита', 0.8984614014625549), ('альбумин', 0.8970187902450562), ('эмульсия', 0.8937703967094421), ('кальций', 0.890632152557373), ('коллаген', 0.8902997970581055), ('железоиттриевый', 0.8896295428276062), ('распыление', 0.8885617256164551)]"
календарик,"[('терпугов', 0.8850805759429932), ('рфдокумент', 0.8847023844718933), ('минобрнауки', 0.8842801451683044), ('фуражка', 0.8807543516159058), ('рукав', 0.8732537627220154), ('хармонь', 0.8708277344703674), ('кчс', 0.8691149353981018), ('хастло', 0.8682999610900879), ('фармация', 0.8667721152305603), ('прожект', 0.8650481104850769)]"
предваряться,[]
старообрядец,"[('ключник', 0.8203550577163696), ('всенощный', 0.8033187389373779), ('юрта', 0.8012826442718506)]"
упоминать,[]
анна,"[('каренин', 0.9177898168563843), ('дочка', 0.8989710807800293), ('идиот', 0.8578272461891174), ('зоря', 0.8537505865097046), ('евгений', 0.8525735139846802), ('асс', 0.8479087352752686), ('людмила', 0.8460527062416077), ('онегин', 0.8454766273498535), ('боевик', 0.8435187339782715), ('генеалогия', 0.8433676362037659)]"
забыться,[]
шотландский,"[('ритмичный', 0.846827507019043), ('завораживать', 0.8316325545310974), ('страстный', 0.8226632475852966), ('стилизация', 0.8211943507194519), ('контрданс', 0.8175413608551025), ('аргентинский', 0.8164648413658142), ('пышный', 0.8135829567909241), ('бачат', 0.812364935874939), ('сальса', 0.8118801712989807), ('буг', 0.8078172206878662)]"
вфмс,[]
извержение,"[('вулкан', 0.8629698753356934), ('ихтиозавр', 0.8587513566017151), ('мозазавр', 0.8468077182769775), ('плезиозавр', 0.8432960510253906), ('обрыв', 0.829053521156311), ('метаморфический', 0.8220847845077515), ('гриб', 0.8217865824699402), ('оползень', 0.821290910243988), ('золотистый', 0.8191816806793213), ('амфибия', 0.8191444277763367)]"
биоритм,[]
волынка,"[('гусли', 0.9062092900276184), ('джем', 0.8444674015045166), ('штрудель', 0.8441562056541443), ('пехота', 0.8409269452095032), ('нора', 0.8343849182128906), ('кузнечик', 0.83165442943573), ('закуска', 0.8309987187385559), ('салат', 0.8269455432891846), ('пантомимический', 0.826127290725708), ('медведица', 0.8256991505622864)]"
гусли,"[('волынка', 0.9062092900276184), ('укулела', 0.8720793724060059), ('кружить', 0.8676770329475403), ('кузнечик', 0.8659969568252563), ('электрогитара', 0.8653991222381592), ('румб', 0.8642136454582214), ('плащ', 0.8641602993011475), ('картошка', 0.864124059677124), ('борщ', 0.8615847826004028), ('берёзовый', 0.8543083071708679)]"
фотоионизация,"[('гелий', 0.9097781181335449), ('нановибрация', 0.8734447956085205), ('ватерита', 0.862881600856781), ('карбонат', 0.8579022288322449), ('кальций', 0.8568170070648193), ('эмульсия', 0.8564662337303162), ('наноперемещение', 0.8532555103302002), ('щелочной', 0.8516560792922974), ('металлогидридный', 0.8507629632949829), ('фотодинамический', 0.8444218635559082)]"
латин,"[('хип', 0.8561516404151917), ('хоп', 0.8519276976585388), ('сальса', 0.8462599515914917), ('станцевать', 0.8431525826454163), ('джаз', 0.8375083804130554), ('аккордеон', 0.8350701332092285), ('битбокс', 0.8269315361976624), ('зажигательный', 0.8252577185630798), ('ритмичный', 0.8243575692176819), ('бачат', 0.823931097984314)]"
скоординировать,[]
турпоход,[]
колпак,"[('рубик', 0.8352075219154358), ('шпагат', 0.8284215331077576), ('туманность', 0.826675534248352), ('грабить', 0.8229700326919556), ('наверх', 0.8224626779556274), ('розовый', 0.8222288489341736), ('царевна', 0.8218358755111694), ('собачка', 0.817505955696106), ('гном', 0.8166205883026123), ('плащ', 0.8153782486915588)]"
сант,"[('барбара', 0.9486300349235535)]"
биосовместимый,"[('полимерный', 0.893861711025238), ('волокно', 0.8802271485328674), ('нановолокно', 0.8801103830337524), ('кремний', 0.874921441078186), ('литий', 0.8746510148048401), ('композит', 0.8612885475158691), ('мембрана', 0.8577856421470642), ('водонепроницаемый', 0.8563501834869385), ('магнетит', 0.8535225987434387), ('диэлектрический', 0.8523640036582947)]"
мизансцена,[]
ёлочка,"[('повсюду', 0.8559494018554688), ('птичка', 0.8486080765724182), ('успокаивать', 0.8428267240524292), ('кромешный', 0.8424399495124817), ('густой', 0.8391299843788147), ('сапог', 0.8385149240493774), ('радужный', 0.8381838798522949), ('лебедь', 0.8370116353034973), ('избушка', 0.836172878742218), ('морковь', 0.836087703704834)]"
бродячий,"[('ссориться', 0.8826732635498047), ('фламинго', 0.8693005442619324), ('плакать', 0.8649396896362305), ('лебедь', 0.8609501123428345), ('жонглёр', 0.8606866002082825), ('парить', 0.8599140644073486), ('окутать', 0.8597124814987183), ('заяц', 0.8587193489074707), ('вампир', 0.8577900528907776), ('пёс', 0.8547375798225403)]"
подработка,[]
компаративный,[]
секта,[]
язычество,[]
внеконфессиональный,"[('религиозность', 0.8617017865180969)]"
духов,"[('балалайка', 0.849667489528656), ('ритмичный', 0.8434317708015442), ('бас', 0.8418948650360107), ('хип', 0.835349440574646), ('акробатика', 0.8345762491226196), ('битбокс', 0.8279093503952026), ('джаз', 0.8271164894104004), ('барабан', 0.8262920379638672), ('хоп', 0.8246874213218689), ('соло', 0.8197838664054871)]"
мифологема,"[('аллюзия', 0.8663896322250366), ('непредсказуемость', 0.8630418181419373), ('сметана', 0.8619167804718018), ('повелитель', 0.8568306565284729), ('будильник', 0.8567890524864197), ('шекспировский', 0.8539978265762329), ('джем', 0.8534619808197021), ('шляпка', 0.8505432605743408), ('вышитый', 0.8500257134437561), ('чудовищный', 0.8491438031196594)]"
наяву,[]
психоаналитический,[]
внимать,"[('полуголодный', 0.8846403360366821)]"
эконом,[]
эклектика,"[('хай', 0.8486693501472473), ('антилопа', 0.8418052196502686), ('испанец', 0.839790403842926), ('средиземноморский', 0.8386386632919312), ('румб', 0.8385571837425232), ('мамонт', 0.8381525278091431), ('сыр', 0.8374143838882446), ('хармонь', 0.8351415991783142), ('кудеяров', 0.8262910842895508), ('колокольный', 0.8261957168579102)]"
прихоперие,[]
разложить,[]
полочка,[]
комедиография,[]
подтанцовывать,"[('яблочный', 0.8828732967376709), ('фламинго', 0.8791272044181824), ('хлопать', 0.8789941072463989), ('душевно', 0.8783350586891174), ('блондинка', 0.8781137466430664), ('воодушевлённо', 0.8777594566345215), ('зинка', 0.8752731084823608), ('мириться', 0.8742790222167969), ('балерина', 0.8717511296272278), ('ссориться', 0.8716002106666565)]"
пленница,"[('гарри', 0.8947580456733704), ('избушка', 0.8943067789077759), ('колобок', 0.8848912715911865), ('дочка', 0.8836630582809448), ('буратино', 0.8805846571922302), ('зоря', 0.8791478872299194), ('амазонка', 0.8768989443778992), ('ведьма', 0.875076949596405), ('жуткий', 0.8748070597648621), ('сага', 0.8744230270385742)]"
мушкетёр,"[('куплет', 0.8676437735557556), ('колыбельный', 0.8493034839630127), ('рояль', 0.8424093127250671), ('пёс', 0.8407415151596069), ('аккордеон', 0.8394181728363037), ('варган', 0.8383238315582275), ('пленница', 0.8378751277923584), ('укулела', 0.8362985849380493), ('кружить', 0.8358826041221619), ('колобок', 0.8273981213569641)]"
барон,"[('вышитый', 0.8965260982513428), ('однокомнатный', 0.8940463066101074), ('антилопа', 0.8904269933700562), ('останец', 0.8884115815162659), ('фуражка', 0.8875340819358826), ('кузнечик', 0.8867853283882141), ('берёзовый', 0.8861957788467407), ('виа', 0.8856886029243469), ('жаворонков', 0.8850919008255005), ('лучшиевыпускникисаратовскогоуниверситет', 0.8846353888511658)]"
изъявлять,[]
немногое,"[('каменистый', 0.8960204124450684), ('минобрнауки', 0.8930410742759705), ('смола', 0.8921310305595398), ('парировать', 0.8864826560020447), ('глухарь', 0.8850986361503601), ('присесть', 0.8850734233856201), ('еловый', 0.8849576711654663), ('копить', 0.8823566436767578), ('разгорячить', 0.881968080997467), ('посреди', 0.8812338709831238)]"
многообещающий,[]
служитель,[]
непосредственность,"[('аппетит', 0.8357604742050171), ('воспевать', 0.8249224424362183), ('нежность', 0.8198661804199219), ('мириться', 0.8158652782440186), ('ботинок', 0.8152750134468079), ('балерина', 0.8119930028915405), ('восхититься', 0.8059945702552795)]"
инжиниринговый,[]
прдсый,[]
формуляр,"[('опись', 0.820911169052124), ('перевязать', 0.8112044334411621)]"
универ,[]
открепительный,[]
дееспособность,"[('обжалование', 0.8087229132652283), ('медотвод', 0.8067499399185181)]"
неблагополучный,[]
подвальный,"[('буфет', 0.8795261979103088), ('штукатурка', 0.8772711157798767), ('газон', 0.8464059233665466), ('периметр', 0.8440972566604614), ('покраска', 0.8437751531600952), ('пролёт', 0.8402501344680786), ('ремонтироваться', 0.836703896522522), ('уложить', 0.8330355286598206), ('душевая', 0.8313277959823608), ('кладка', 0.83086758852005)]"
осветительный,"[('четверной', 0.9117040038108826), ('возбудимый', 0.9030554890632629), ('нитрат', 0.8980408906936646), ('тройной', 0.8792443871498108), ('двухкомпонентный', 0.8767994046211243), ('магнонно', 0.8765537738800049), ('неидентичный', 0.8728022575378418), ('всаливание', 0.8712226748466492), ('замедлять', 0.8703866004943848), ('метаболический', 0.8642266988754272)]"
альпинистский,[]
проходимость,[]
неудовлетворительный,"[('незачёт', 0.8966904282569885)]"
невысокий,[]
добрать,[]
среднесрочный,[]
перс,[]
презентабельный,[]
организованный,[]
постметафизический,[]
дебат,[]
брайлевский,"[('коллаген', 0.8612474203109741), ('плоский', 0.8586991429328918), ('распыление', 0.857448160648346), ('транскраниальный', 0.8561049103736877), ('электровакуумный', 0.8536763787269592), ('функционализировать', 0.8524565696716309), ('паста', 0.8512319326400757), ('пачка', 0.851152241230011), ('макароны', 0.8511191010475159), ('алмазный', 0.8483285307884216)]"
накладка,"[('резиновый', 0.8762707710266113), ('наконечник', 0.8550489544868469), ('клей', 0.8403071761131287), ('морс', 0.8363208174705505), ('розетка', 0.8332244753837585), ('палка', 0.8319188952445984), ('подошва', 0.8310710191726685), ('приклеить', 0.827146053314209), ('макароны', 0.8267455697059631), ('шип', 0.8256856203079224)]"
ликовать,"[('мириться', 0.8719620108604431), ('хлопать', 0.8669157028198242), ('ссориться', 0.8658735752105713), ('птичка', 0.8645762205123901), ('морковь', 0.8645326495170593), ('клюв', 0.8642809391021729), ('есть', 0.8614793419837952), ('убежать', 0.8605865836143494), ('склоняемый', 0.8597532510757446), ('властелин', 0.859397292137146)]"
мольберт,[]
кушать,"[('садиться', 0.8122708201408386), ('морковь', 0.812180757522583)]"
внутрифакультетский,[]
разбег,"[('саблисток', 0.8803586959838867), ('тхэквондо', 0.8717101812362671), ('фита', 0.8651273846626282), ('метровка', 0.862068235874176), ('пенка', 0.859341025352478), ('первенствовать', 0.8587176203727722), ('бегом', 0.8518858551979065), ('велогонка', 0.8509801626205444), ('рогатка', 0.8473626971244812), ('грамм', 0.8438509702682495)]"
модно,[]
театрализация,[]
вышивание,"[('царевна', 0.8722453117370605), ('бисероплетение', 0.8692425489425659), ('приклеить', 0.86403888463974), ('фруктовый', 0.8617568016052246), ('крестик', 0.8615856170654297), ('заправить', 0.860406756401062), ('вышивать', 0.8560053706169128), ('плащ', 0.8539320826530457), ('рубик', 0.853683590888977), ('берест', 0.8533779382705688)]"
селекторный,[]
урбанист,"[('градостроитель', 0.8037320971488953)]"
